时间/s,基波幅值(有效值)/V,基波相角/rad, ,谐波频率/Hz,谐波幅值(有效值)/V
0.2703,59.6005,3.0102,,,
0.2704,59.6003,3.0095,,,
0.2705,59.6001,3.0089,,,
0.2706,59.5998,3.0083,,,
0.2707,59.5996,3.0076,,,
0.2708,59.5994,3.007,,,
0.2709,59.5992,3.0064,,,
0.271,59.599,3.0058,,,
0.2711,59.5989,3.0052,,,
0.2712,59.5987,3.0046,,,
0.2713,59.5985,3.0039,,,
0.2714,59.5984,3.0033,,,
0.2715,59.5983,3.0028,,,
0.2716,59.5981,3.0022,,,
0.2717,59.598,3.0016,,,
0.2718,59.5979,3.001,,,
0.2719,59.5978,3.0004,,,
0.272,59.5977,2.9998,,,
0.2721,59.5976,2.9993,,,
0.2722,59.5976,2.9987,,,
0.2723,59.5975,2.9981,,,
0.2724,59.5975,2.9976,,,
0.2725,59.5974,2.997,,,
0.2726,59.5974,2.9965,,,
0.2727,59.5973,2.9959,,,
0.2728,59.5973,2.9954,,,
0.2729,59.5973,2.9948,,,
0.273,59.5973,2.9943,,,
0.2731,59.5973,2.9938,,,
0.2732,59.5973,2.9932,,,
0.2733,59.5973,2.9927,,,
0.2734,59.5973,2.9922,,,
0.2735,59.5973,2.9916,,,
0.2736,59.5973,2.9911,,,
0.2737,59.5973,2.9906,,,
0.2738,59.5973,2.9901,,,
0.2739,59.5973,2.9895,,,
0.274,59.5973,2.989,,,
0.2741,59.5974,2.9885,,,
0.2742,59.5974,2.988,,,
0.2743,59.5974,2.9875,,,
0.2744,59.5974,2.987,,,
0.2745,59.5974,2.9864,,,
0.2746,59.5974,2.9859,,,
0.2747,59.5974,2.9854,,,
0.2748,59.5974,2.9849,,,
0.2749,59.5974,2.9844,,,
0.275,59.5973,2.9839,,,
0.2751,59.5973,2.9833,,,
0.2752,59.5973,2.9828,,,
0.2753,59.5973,2.9823,,,
0.2754,59.5972,2.9818,,,
0.2755,59.5972,2.9812,,,
0.2756,59.5971,2.9807,,,
0.2757,59.5971,2.9802,,,
0.2758,59.597,2.9796,,,
0.2759,59.597,2.9791,,,
0.276,59.5969,2.9786,,,
0.2761,59.5968,2.978,,,
0.2762,59.5967,2.9775,,,
0.2763,59.5966,2.9769,,,
0.2764,59.5965,2.9764,,,
0.2765,59.5964,2.9758,,,
0.2766,59.5963,2.9753,,,
0.2767,59.5962,2.9747,,,
0.2768,59.5961,2.9742,,,
0.2769,59.596,2.9736,,,
0.277,59.5958,2.973,,,
0.2771,59.5957,2.9725,,,
0.2772,59.5956,2.9719,,,
0.2773,59.5954,2.9713,,,
0.2774,59.5953,2.9708,,,
0.2775,59.5952,2.9702,,,
0.2776,59.595,2.9696,,,
0.2777,59.5949,2.969,,,
0.2778,59.5947,2.9684,,,
0.2779,59.5946,2.9678,,,
0.278,59.5945,2.9672,,,
0.2781,59.5943,2.9666,,,
0.2782,59.5942,2.966,,,
0.2783,59.594,2.9654,,,
0.2784,59.5939,2.9648,,,
0.2785,59.5938,2.9642,,,
0.2786,59.5937,2.9636,,,
0.2787,59.5936,2.963,,,
0.2788,59.5935,2.9624,,,
0.2789,59.5934,2.9618,,,
0.279,59.5933,2.9612,,,
0.2791,59.5932,2.9606,,,
0.2792,59.5932,2.96,,,
0.2793,59.5931,2.9594,,,
0.2794,59.5931,2.9587,,,
0.2795,59.593,2.9581,,,
0.2796,59.593,2.9575,,,
0.2797,59.593,2.9569,,,
0.2798,59.593,2.9563,,,
0.2799,59.5931,2.9557,,,
0.28,59.5931,2.955,,,
0.2801,59.5932,2.9544,,,
0.2802,59.5933,2.9538,,,
0.2803,59.5933,2.9532,,,
0.2804,59.5935,2.9526,,,
0.2805,59.5936,2.9519,,,
0.2806,59.5938,2.9513,,,
0.2807,59.5939,2.9507,,,
0.2808,59.5941,2.9501,,,
0.2809,59.5944,2.9495,,,
0.281,59.5946,2.9489,,,
0.2811,59.5949,2.9482,,,
0.2812,59.5951,2.9476,,,
0.2813,59.5954,2.947,,,
0.2814,59.5958,2.9464,,,
0.2815,59.5961,2.9458,,,
0.2816,59.5965,2.9452,,,
0.2817,59.5969,2.9446,,,
0.2818,59.5973,2.944,,,
0.2819,59.5977,2.9434,,,
0.282,59.5982,2.9428,,,
0.2821,59.5987,2.9422,,,
0.2822,59.5992,2.9416,,,
0.2823,59.5997,2.941,,,
0.2824,59.6002,2.9403,,,
0.2825,59.6008,2.9397,,,
0.2826,59.6013,2.9391,,,
0.2827,59.6019,2.9386,,,
0.2828,59.6026,2.938,,,
0.2829,59.6032,2.9374,,,
0.283,59.6039,2.9368,,,
0.2831,59.6045,2.9362,,,
0.2832,59.6052,2.9356,,,
0.2833,59.6059,2.935,,,
0.2834,59.6066,2.9344,,,
0.2835,59.6074,2.9338,,,
0.2836,59.6081,2.9332,,,
0.2837,59.6089,2.9326,,,
0.2838,59.6097,2.932,,,
0.2839,59.6105,2.9314,,,
0.284,59.6113,2.9308,,,
0.2841,59.6121,2.9302,,,
0.2842,59.6129,2.9296,,,
0.2843,59.6137,2.929,,,
0.2844,59.6146,2.9284,,,
0.2845,59.6154,2.9278,,,
0.2846,59.6163,2.9272,,,
0.2847,59.6171,2.9265,,,
0.2848,59.618,2.9259,,,
0.2849,59.6189,2.9253,,,
0.285,59.6198,2.9247,,,
0.2851,59.6206,2.9241,,,
0.2852,59.6215,2.9235,,,
0.2853,59.6224,2.9228,,,
0.2854,59.6233,2.9222,,,
0.2855,59.6242,2.9216,,,
0.2856,59.6251,2.9209,,,
0.2857,59.626,2.9203,,,
0.2858,59.6269,2.9197,,,
0.2859,59.6278,2.919,,,
0.286,59.6287,2.9184,,,
0.2861,59.6296,2.9177,,,
0.2862,59.6305,2.9171,,,
0.2863,59.6314,2.9164,,,
0.2864,59.6323,2.9157,,,
0.2865,59.6332,2.9151,,,
0.2866,59.6341,2.9144,,,
0.2867,59.635,2.9137,,,
0.2868,59.6359,2.913,,,
0.2869,59.6368,2.9124,,,
0.287,59.6376,2.9117,,,
0.2871,59.6385,2.911,,,
0.2872,59.6394,2.9103,,,
0.2873,59.6403,2.9096,,,
0.2874,59.6412,2.9089,,,
0.2875,59.642,2.9082,,,
0.2876,59.6429,2.9075,,,
0.2877,59.6438,2.9068,,,
0.2878,59.6446,2.906,,,
0.2879,59.6455,2.9053,,,
0.288,59.6464,2.9046,,,
0.2881,59.6472,2.9039,,,
0.2882,59.6481,2.9031,,,
0.2883,59.649,2.9024,,,
0.2884,59.6498,2.9017,,,
0.2885,59.6507,2.9009,,,
0.2886,59.6515,2.9002,,,
0.2887,59.6524,2.8995,,,
0.2888,59.6532,2.8987,,,
0.2889,59.6541,2.898,,,
0.289,59.655,2.8972,,,
0.2891,59.6558,2.8965,,,
0.2892,59.6567,2.8957,,,
0.2893,59.6576,2.895,,,
0.2894,59.6584,2.8942,,,
0.2895,59.6593,2.8934,,,
0.2896,59.6602,2.8927,,,
0.2897,59.661,2.8919,,,
0.2898,59.6619,2.8912,,,
0.2899,59.6628,2.8904,,,
0.29,59.6637,2.8896,,,
0.2901,59.6645,2.8889,,,
0.2902,59.6654,2.8881,,,
0.2903,59.6663,2.8874,,,
0.2904,59.6672,2.8866,,,
0.2905,59.6681,2.8859,,,
0.2906,59.669,2.8851,,,
0.2907,59.6699,2.8843,,,
0.2908,59.6708,2.8836,,,
0.2909,59.6717,2.8828,,,
0.291,59.6727,2.8821,,,
0.2911,59.6736,2.8813,,,
0.2912,59.6745,2.8806,,,
0.2913,59.6754,2.8799,,,
0.2914,59.6763,2.8791,,,
0.2915,59.6773,2.8784,,,
0.2916,59.6782,2.8776,,,
0.2917,59.6791,2.8769,,,
0.2918,59.6801,2.8762,,,
0.2919,59.681,2.8754,,,
0.292,59.6819,2.8747,,,
0.2921,59.6828,2.874,,,
0.2922,59.6838,2.8733,,,
0.2923,59.6847,2.8725,,,
0.2924,59.6856,2.8718,,,
0.2925,59.6865,2.8711,,,
0.2926,59.6874,2.8704,,,
0.2927,59.6884,2.8697,,,
0.2928,59.6893,2.869,,,
0.2929,59.6902,2.8683,,,
0.293,59.691,2.8676,,,
0.2931,59.6919,2.8669,,,
0.2932,59.6928,2.8662,,,
0.2933,59.6936,2.8655,,,
0.2934,59.6945,2.8648,,,
0.2935,59.6953,2.8641,,,
0.2936,59.6962,2.8634,,,
0.2937,59.697,2.8627,,,
0.2938,59.6978,2.862,,,
0.2939,59.6985,2.8613,,,
0.294,59.6993,2.8607,,,
0.2941,59.7,2.86,,,
0.2942,59.7007,2.8593,,,
0.2943,59.7014,2.8586,,,
0.2944,59.7021,2.858,,,
0.2945,59.7028,2.8573,,,
0.2946,59.7034,2.8566,,,
0.2947,59.704,2.8559,,,
0.2948,59.7046,2.8553,,,
0.2949,59.7052,2.8546,,,
0.295,59.7057,2.8539,,,
0.2951,59.7062,2.8533,,,
0.2952,59.7067,2.8526,,,
0.2953,59.7071,2.8519,,,
0.2954,59.7075,2.8512,,,
0.2955,59.7079,2.8506,,,
0.2956,59.7082,2.8499,,,
0.2957,59.7086,2.8492,,,
0.2958,59.7088,2.8485,,,
0.2959,59.7091,2.8479,,,
0.296,59.7093,2.8472,,,
0.2961,59.7095,2.8465,,,
0.2962,59.7096,2.8458,,,
0.2963,59.7097,2.8452,,,
0.2964,59.7098,2.8445,,,
0.2965,59.7098,2.8438,,,
0.2966,59.7098,2.8431,,,
0.2967,59.7097,2.8424,,,
0.2968,59.7096,2.8418,,,
0.2969,59.7095,2.8411,,,
0.297,59.7093,2.8404,,,
0.2971,59.7091,2.8397,,,
0.2972,59.7089,2.839,,,
0.2973,59.7086,2.8383,,,
0.2974,59.7083,2.8376,,,
0.2975,59.7079,2.837,,,
0.2976,59.7075,2.8363,,,
0.2977,59.707,2.8356,,,
0.2978,59.7065,2.8349,,,
0.2979,59.706,2.8342,,,
0.298,59.7055,2.8335,,,
0.2981,59.7049,2.8328,,,
0.2982,59.7042,2.8321,,,
0.2983,59.7035,2.8314,,,
0.2984,59.7028,2.8307,,,
0.2985,59.7021,2.83,,,
0.2986,59.7013,2.8293,,,
0.2987,59.7005,2.8286,,,
0.2988,59.6996,2.8279,,,
0.2989,59.6987,2.8272,,,
0.299,59.6978,2.8266,,,
0.2991,59.6968,2.8259,,,
0.2992,59.6958,2.8252,,,
0.2993,59.6948,2.8245,,,
0.2994,59.6937,2.8238,,,
0.2995,59.6926,2.8231,,,
0.2996,59.6915,2.8224,,,
0.2997,59.6903,2.8217,,,
0.2998,59.6891,2.8211,,,
0.2999,59.6879,2.8204,,,
0.3,59.6866,2.8197,,,
0.3001,59.6853,2.819,,,
0.3002,59.684,2.8184,,,
0.3003,59.6827,2.8177,,,
0.3004,59.6813,2.817,,,
0.3005,59.6799,2.8164,,,
0.3006,59.6785,2.8157,,,
0.3007,59.6771,2.815,,,
0.3008,59.6756,2.8144,,,
0.3009,59.6741,2.8137,,,
0.301,59.6726,2.8131,,,
0.3011,59.671,2.8125,,,
0.3012,59.6695,2.8118,,,
0.3013,59.6679,2.8112,,,
0.3014,59.6662,2.8106,,,
0.3015,59.6646,2.8099,,,
0.3016,59.6629,2.8093,,,
0.3017,59.6613,2.8087,,,
0.3018,59.6596,2.8081,,,
0.3019,59.6578,2.8075,,,
0.302,59.6561,2.8069,,,
0.3021,59.6543,2.8063,,,
0.3022,59.6525,2.8057,,,
0.3023,59.6507,2.8051,,,
0.3024,59.6488,2.8045,,,
0.3025,59.647,2.8039,,,
0.3026,59.6451,2.8033,,,
0.3027,59.6432,2.8028,,,
0.3028,59.6412,2.8022,,,
0.3029,59.6393,2.8016,,,
0.303,59.6373,2.8011,,,
0.3031,59.6353,2.8005,,,
0.3032,59.6333,2.8,,,
0.3033,59.6312,2.7994,,,
0.3034,59.6292,2.7989,,,
0.3035,59.6271,2.7983,,,
0.3036,59.6249,2.7978,,,
0.3037,59.6228,2.7973,,,
0.3038,59.6206,2.7968,,,
0.3039,59.6184,2.7962,,,
0.304,59.6162,2.7957,,,
0.3041,59.6139,2.7952,,,
0.3042,59.6116,2.7947,,,
0.3043,59.6093,2.7942,,,
0.3044,59.607,2.7937,,,
0.3045,59.6046,2.7931,,,
0.3046,59.6022,2.7926,,,
0.3047,59.5998,2.7921,,,
0.3048,59.5974,2.7916,,,
0.3049,59.5949,2.7911,,,
0.305,59.5924,2.7906,,,
0.3051,59.5898,2.7901,,,
0.3052,59.5873,2.7896,,,
0.3053,59.5847,2.7892,,,
0.3054,59.582,2.7887,,,
0.3055,59.5794,2.7882,,,
0.3056,59.5767,2.7877,,,
0.3057,59.5739,2.7872,,,
0.3058,59.5712,2.7867,,,
0.3059,59.5684,2.7862,,,
0.306,59.5656,2.7857,,,
0.3061,59.5627,2.7852,,,
0.3062,59.5598,2.7847,,,
0.3063,59.5569,2.7842,,,
0.3064,59.5539,2.7837,,,
0.3065,59.551,2.7832,,,
0.3066,59.5479,2.7827,,,
0.3067,59.5449,2.7822,,,
0.3068,59.5418,2.7817,,,
0.3069,59.5387,2.7812,,,
0.307,59.5356,2.7807,,,
0.3071,59.5324,2.7802,,,
0.3072,59.5292,2.7797,,,
0.3073,59.526,2.7792,,,
0.3074,59.5228,2.7787,,,
0.3075,59.5195,2.7782,,,
0.3076,59.5162,2.7776,,,
0.3077,59.5128,2.7771,,,
0.3078,59.5095,2.7766,,,
0.3079,59.5061,2.7761,,,
0.308,59.5027,2.7756,,,
0.3081,59.4993,2.775,,,
0.3082,59.4958,2.7745,,,
0.3083,59.4923,2.774,,,
0.3084,59.4888,2.7735,,,
0.3085,59.4853,2.7729,,,
0.3086,59.4818,2.7724,,,
0.3087,59.4782,2.7719,,,
0.3088,59.4746,2.7713,,,
0.3089,59.471,2.7708,,,
0.309,59.4674,2.7702,,,
0.3091,59.4638,2.7697,,,
0.3092,59.4601,2.7692,,,
0.3093,59.4565,2.7686,,,
0.3094,59.4528,2.7681,,,
0.3095,59.4492,2.7675,,,
0.3096,59.4455,2.767,,,
0.3097,59.4418,2.7664,,,
0.3098,59.4381,2.7659,,,
0.3099,59.4344,2.7653,,,
0.31,59.4306,2.7648,,,
0.3101,59.4269,2.7642,,,
0.3102,59.4232,2.7637,,,
0.3103,59.4195,2.7631,,,
0.3104,59.4157,2.7626,,,
0.3105,59.412,2.762,,,
0.3106,59.4083,2.7615,,,
0.3107,59.4045,2.7609,,,
0.3108,59.4008,2.7604,,,
0.3109,59.3971,2.7598,,,
0.311,59.3933,2.7593,,,
0.3111,59.3896,2.7587,,,
0.3112,59.3859,2.7582,,,
0.3113,59.3822,2.7576,,,
0.3114,59.3785,2.7571,,,
0.3115,59.3748,2.7565,,,
0.3116,59.3711,2.756,,,
0.3117,59.3674,2.7554,,,
0.3118,59.3637,2.7549,,,
0.3119,59.36,2.7543,,,
0.312,59.3564,2.7538,,,
0.3121,59.3527,2.7532,,,
0.3122,59.3491,2.7527,,,
0.3123,59.3454,2.7522,,,
0.3124,59.3418,2.7516,,,
0.3125,59.3382,2.7511,,,
0.3126,59.3346,2.7505,,,
0.3127,59.331,2.75,,,
0.3128,59.3274,2.7495,,,
0.3129,59.3238,2.7489,,,
0.313,59.3202,2.7484,,,
0.3131,59.3167,2.7479,,,
0.3132,59.3131,2.7473,,,
0.3133,59.3096,2.7468,,,
0.3134,59.3061,2.7463,,,
0.3135,59.3025,2.7457,,,
0.3136,59.299,2.7452,,,
0.3137,59.2955,2.7447,,,
0.3138,59.2921,2.7442,,,
0.3139,59.2886,2.7436,,,
0.314,59.2851,2.7431,,,
0.3141,59.2816,2.7426,,,
0.3142,59.2782,2.742,,,
0.3143,59.2747,2.7415,,,
0.3144,59.2713,2.741,,,
0.3145,59.2678,2.7404,,,
0.3146,59.2644,2.7399,,,
0.3147,59.261,2.7394,,,
0.3148,59.2576,2.7388,,,
0.3149,59.2542,2.7383,,,
0.315,59.2508,2.7378,,,
0.3151,59.2473,2.7372,,,
0.3152,59.2439,2.7367,,,
0.3153,59.2405,2.7361,,,
0.3154,59.2372,2.7356,,,
0.3155,59.2338,2.735,,,
0.3156,59.2304,2.7345,,,
0.3157,59.227,2.7339,,,
0.3158,59.2236,2.7333,,,
0.3159,59.2202,2.7328,,,
0.316,59.2168,2.7322,,,
0.3161,59.2134,2.7316,,,
0.3162,59.2101,2.731,,,
0.3163,59.2067,2.7305,,,
0.3164,59.2033,2.7299,,,
0.3165,59.1999,2.7293,,,
0.3166,59.1966,2.7287,,,
0.3167,59.1932,2.7281,,,
0.3168,59.1898,2.7275,,,
0.3169,59.1864,2.7269,,,
0.317,59.1831,2.7263,,,
0.3171,59.1797,2.7256,,,
0.3172,59.1763,2.725,,,
0.3173,59.1729,2.7244,,,
0.3174,59.1696,2.7238,,,
0.3175,59.1662,2.7231,,,
0.3176,59.1628,2.7225,,,
0.3177,59.1595,2.7219,,,
0.3178,59.1561,2.7212,,,
0.3179,59.1528,2.7206,,,
0.318,59.1494,2.7199,,,
0.3181,59.1461,2.7193,,,
0.3182,59.1427,2.7186,,,
0.3183,59.1394,2.7179,,,
0.3184,59.1361,2.7173,,,
0.3185,59.1327,2.7166,,,
0.3186,59.1294,2.7159,,,
0.3187,59.1261,2.7152,,,
0.3188,59.1228,2.7145,,,
0.3189,59.1195,2.7138,,,
0.319,59.1162,2.7131,,,
0.3191,59.113,2.7124,,,
0.3192,59.1097,2.7117,,,
0.3193,59.1064,2.711,,,
0.3194,59.1032,2.7103,,,
0.3195,59.1,2.7096,,,
0.3196,59.0968,2.7089,,,
0.3197,59.0936,2.7082,,,
0.3198,59.0904,2.7075,,,
0.3199,59.0872,2.7067,,,
0.32,59.0841,2.706,,,
0.3201,59.0809,2.7053,,,
0.3202,59.0778,2.7046,,,
0.3203,59.0747,2.7038,,,
0.3204,59.0716,2.7031,,,
0.3205,59.0686,2.7024,,,
0.3206,59.0656,2.7016,,,
0.3207,59.0625,2.7009,,,
0.3208,59.0596,2.7002,,,
0.3209,59.0566,2.6994,,,
0.321,59.0536,2.6987,,,
0.3211,59.0507,2.6979,,,
0.3212,59.0478,2.6972,,,
0.3213,59.045,2.6965,,,
0.3214,59.0421,2.6957,,,
0.3215,59.0393,2.695,,,
0.3216,59.0365,2.6942,,,
0.3217,59.0337,2.6935,,,
0.3218,59.031,2.6928,,,
0.3219,59.0283,2.692,,,
0.322,59.0256,2.6913,,,
0.3221,59.0229,2.6906,,,
0.3222,59.0203,2.6898,,,
0.3223,59.0177,2.6891,,,
0.3224,59.0151,2.6884,,,
0.3225,59.0125,2.6876,,,
0.3226,59.01,2.6869,,,
0.3227,59.0075,2.6862,,,
0.3228,59.005,2.6855,,,
0.3229,59.0026,2.6847,,,
0.323,59.0002,2.684,,,
0.3231,58.9978,2.6833,,,
0.3232,58.9954,2.6826,,,
0.3233,58.993,2.6819,,,
0.3234,58.9907,2.6812,,,
0.3235,58.9884,2.6805,,,
0.3236,58.9861,2.6798,,,
0.3237,58.9839,2.679,,,
0.3238,58.9817,2.6783,,,
0.3239,58.9795,2.6776,,,
0.324,58.9773,2.6769,,,
0.3241,58.9751,2.6762,,,
0.3242,58.973,2.6755,,,
0.3243,58.9709,2.6748,,,
0.3244,58.9688,2.6741,,,
0.3245,58.9667,2.6734,,,
0.3246,58.9646,2.6728,,,
0.3247,58.9626,2.6721,,,
0.3248,58.9605,2.6714,,,
0.3249,58.9585,2.6707,,,
0.325,58.9565,2.67,,,
0.3251,58.9546,2.6693,,,
0.3252,58.9526,2.6686,,,
0.3253,58.9507,2.6679,,,
0.3254,58.9487,2.6672,,,
0.3255,58.9468,2.6666,,,
0.3256,58.9449,2.6659,,,
0.3257,58.943,2.6652,,,
0.3258,58.9412,2.6645,,,
0.3259,58.9393,2.6638,,,
0.326,58.9375,2.6631,,,
0.3261,58.9356,2.6624,,,
0.3262,58.9338,2.6617,,,
0.3263,58.932,2.661,,,
0.3264,58.9302,2.6603,,,
0.3265,58.9284,2.6597,,,
0.3266,58.9266,2.659,,,
0.3267,58.9249,2.6583,,,
0.3268,58.9231,2.6576,,,
0.3269,58.9214,2.6569,,,
0.327,58.9196,2.6562,,,
0.3271,58.9179,2.6555,,,
0.3272,58.9162,2.6548,,,
0.3273,58.9145,2.6541,,,
0.3274,58.9128,2.6534,,,
0.3275,58.9111,2.6527,,,
0.3276,58.9094,2.652,,,
0.3277,58.9078,2.6513,,,
0.3278,58.9061,2.6505,,,
0.3279,58.9045,2.6498,,,
0.328,58.9029,2.6491,,,
0.3281,58.9013,2.6484,,,
0.3282,58.8997,2.6477,,,
0.3283,58.8981,2.647,,,
0.3284,58.8965,2.6463,,,
0.3285,58.895,2.6455,,,
0.3286,58.8934,2.6448,,,
0.3287,58.8919,2.6441,,,
0.3288,58.8904,2.6434,,,
0.3289,58.8889,2.6427,,,
0.329,58.8875,2.6419,,,
0.3291,58.886,2.6412,,,
0.3292,58.8846,2.6405,,,
0.3293,58.8832,2.6398,,,
0.3294,58.8818,2.639,,,
0.3295,58.8805,2.6383,,,
0.3296,58.8791,2.6376,,,
0.3297,58.8778,2.6369,,,
0.3298,58.8765,2.6361,,,
0.3299,58.8752,2.6354,,,
0.33,58.874,2.6347,,,
0.3301,58.8728,2.634,,,
0.3302,58.8716,2.6333,,,
0.3303,58.8705,2.6325,,,
0.3304,58.8693,2.6318,,,
0.3305,58.8682,2.6311,,,
0.3306,58.8672,2.6304,,,
0.3307,58.8661,2.6297,,,
0.3308,58.8651,2.629,,,
0.3309,58.8642,2.6283,,,
0.331,58.8632,2.6276,,,
0.3311,58.8623,2.6269,,,
0.3312,58.8615,2.6262,,,
0.3313,58.8607,2.6255,,,
0.3314,58.8599,2.6248,,,
0.3315,58.8591,2.6241,,,
0.3316,58.8584,2.6234,,,
0.3317,58.8577,2.6227,,,
0.3318,58.8571,2.6221,,,
0.3319,58.8565,2.6214,,,
0.332,58.8559,2.6207,,,
0.3321,58.8554,2.62,,,
0.3322,58.8549,2.6194,,,
0.3323,58.8544,2.6187,,,
0.3324,58.854,2.6181,,,
0.3325,58.8536,2.6174,,,
0.3326,58.8533,2.6168,,,
0.3327,58.853,2.6161,,,
0.3328,58.8528,2.6155,,,
0.3329,58.8526,2.6149,,,
0.333,58.8524,2.6143,,,
0.3331,58.8523,2.6136,,,
0.3332,58.8522,2.613,,,
0.3333,58.8521,2.6124,,,
0.3334,58.8521,2.6118,,,
0.3335,58.8521,2.6112,,,
0.3336,58.8522,2.6106,,,
0.3337,58.8523,2.61,,,
0.3338,58.8525,2.6094,,,
0.3339,58.8526,2.6088,,,
0.334,58.8529,2.6083,,,
0.3341,58.8531,2.6077,,,
0.3342,58.8534,2.6071,,,
0.3343,58.8537,2.6065,,,
0.3344,58.8541,2.606,,,
0.3345,58.8545,2.6054,,,
0.3346,58.8549,2.6048,,,
0.3347,58.8554,2.6043,,,
0.3348,58.8559,2.6037,,,
0.3349,58.8564,2.6032,,,
0.335,58.857,2.6026,,,
0.3351,58.8575,2.6021,,,
0.3352,58.8582,2.6015,,,
0.3353,58.8588,2.601,,,
0.3354,58.8595,2.6005,,,
0.3355,58.8602,2.5999,,,
0.3356,58.8609,2.5994,,,
0.3357,58.8617,2.5988,,,
0.3358,58.8625,2.5983,,,
0.3359,58.8633,2.5978,,,
0.336,58.8642,2.5972,,,
0.3361,58.865,2.5967,,,
0.3362,58.8659,2.5962,,,
0.3363,58.8668,2.5956,,,
0.3364,58.8678,2.5951,,,
0.3365,58.8687,2.5946,,,
0.3366,58.8697,2.594,,,
0.3367,58.8707,2.5935,,,
0.3368,58.8718,2.593,,,
0.3369,58.8728,2.5924,,,
0.337,58.8739,2.5919,,,
0.3371,58.875,2.5913,,,
0.3372,58.8761,2.5908,,,
0.3373,58.8773,2.5903,,,
0.3374,58.8784,2.5897,,,
0.3375,58.8796,2.5892,,,
0.3376,58.8808,2.5886,,,
0.3377,58.882,2.5881,,,
0.3378,58.8833,2.5875,,,
0.3379,58.8845,2.587,,,
0.338,58.8858,2.5864,,,
0.3381,58.8871,2.5859,,,
0.3382,58.8884,2.5853,,,
0.3383,58.8898,2.5847,,,
0.3384,58.8911,2.5842,,,
0.3385,58.8925,2.5836,,,
0.3386,58.8939,2.5831,,,
0.3387,58.8954,2.5825,,,
0.3388,58.8968,2.5819,,,
0.3389,58.8983,2.5813,,,
0.339,58.8998,2.5808,,,
0.3391,58.9013,2.5802,,,
0.3392,58.9028,2.5796,,,
0.3393,58.9044,2.5791,,,
0.3394,58.906,2.5785,,,
0.3395,58.9076,2.5779,,,
0.3396,58.9092,2.5773,,,
0.3397,58.9109,2.5767,,,
0.3398,58.9125,2.5762,,,
0.3399,58.9142,2.5756,,,
0.34,58.916,2.575,,,
0.3401,58.9177,2.5744,,,
0.3402,58.9195,2.5738,,,
0.3403,58.9213,2.5733,,,
0.3404,58.9231,2.5727,,,
0.3405,58.925,2.5721,,,
0.3406,58.9269,2.5715,,,
0.3407,58.9288,2.5709,,,
0.3408,58.9307,2.5703,,,
0.3409,58.9327,2.5698,,,
0.341,58.9347,2.5692,,,
0.3411,58.9367,2.5686,,,
0.3412,58.9388,2.568,,,
0.3413,58.9409,2.5674,,,
0.3414,58.943,2.5669,,,
0.3415,58.9451,2.5663,,,
0.3416,58.9473,2.5657,,,
0.3417,58.9495,2.5651,,,
0.3418,58.9517,2.5646,,,
0.3419,58.954,2.564,,,
0.342,58.9563,2.5634,,,
0.3421,58.9586,2.5629,,,
0.3422,58.9609,2.5623,,,
0.3423,58.9633,2.5617,,,
0.3424,58.9657,2.5612,,,
0.3425,58.9681,2.5606,,,
0.3426,58.9705,2.5601,,,
0.3427,58.973,2.5595,,,
0.3428,58.9755,2.5589,,,
0.3429,58.9781,2.5584,,,
0.343,58.9806,2.5578,,,
0.3431,58.9832,2.5573,,,
0.3432,58.9858,2.5567,,,
0.3433,58.9884,2.5562,,,
0.3434,58.9911,2.5557,,,
0.3435,58.9937,2.5551,,,
0.3436,58.9964,2.5546,,,
0.3437,58.9991,2.554,,,
0.3438,59.0019,2.5535,,,
0.3439,59.0046,2.553,,,
0.344,59.0074,2.5524,,,
0.3441,59.0102,2.5519,,,
0.3442,59.013,2.5514,,,
0.3443,59.0158,2.5508,,,
0.3444,59.0186,2.5503,,,
0.3445,59.0214,2.5498,,,
0.3446,59.0243,2.5492,,,
0.3447,59.0272,2.5487,,,
0.3448,59.03,2.5482,,,
0.3449,59.0329,2.5477,,,
0.345,59.0358,2.5471,,,
0.3451,59.0387,2.5466,,,
0.3452,59.0416,2.5461,,,
0.3453,59.0445,2.5456,,,
0.3454,59.0474,2.545,,,
0.3455,59.0503,2.5445,,,
0.3456,59.0532,2.544,,,
0.3457,59.0561,2.5434,,,
0.3458,59.059,2.5429,,,
0.3459,59.0619,2.5424,,,
0.346,59.0648,2.5418,,,
0.3461,59.0677,2.5413,,,
0.3462,59.0706,2.5407,,,
0.3463,59.0735,2.5402,,,
0.3464,59.0764,2.5397,,,
0.3465,59.0793,2.5391,,,
0.3466,59.0822,2.5386,,,
0.3467,59.085,2.538,,,
0.3468,59.0879,2.5374,,,
0.3469,59.0907,2.5369,,,
0.347,59.0935,2.5363,,,
0.3471,59.0963,2.5357,,,
0.3472,59.0992,2.5352,,,
0.3473,59.1019,2.5346,,,
0.3474,59.1047,2.534,,,
0.3475,59.1075,2.5334,,,
0.3476,59.1102,2.5328,,,
0.3477,59.113,2.5323,,,
0.3478,59.1157,2.5317,,,
0.3479,59.1184,2.5311,,,
0.348,59.1211,2.5305,,,
0.3481,59.1237,2.5298,,,
0.3482,59.1264,2.5292,,,
0.3483,59.129,2.5286,,,
0.3484,59.1317,2.528,,,
0.3485,59.1343,2.5274,,,
0.3486,59.1368,2.5267,,,
0.3487,59.1394,2.5261,,,
0.3488,59.142,2.5255,,,
0.3489,59.1445,2.5248,,,
